PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,total_price,AGE,AREA_Adyar,AREA_Anna Nagar,AREA_Chrompet,AREA_KK Nagar,AREA_Karapakam,AREA_T Nagar,AREA_Velachery,SALE_COND_AbNormal,SALE_COND_Adj Land,SALE_COND_Family,SALE_COND_Normal Sale,SALE_COND_Partial,PARK_FACIL_No,PARK_FACIL_Yes,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others,UTILITY_AVAIL_All Pub,UTILITY_AVAIL_ELO,UTILITY_AVAIL_NoSeWa,UTILITY_AVAIL_NoSewr ,STREET_Gravel,STREET_No Access,STREET_Paved
P00930,Chrompet,1242,176,2,1,4,Partial,No,Commercial,NoSewr ,No Access,14480622,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
P08585,Velachery,1700,126,2,1,4,Adj Land,Yes,House,NoSeWa,No Access,7685278,42,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
P03156,KK Nagar,2422,150,4,2,6,Adj Land,No,House,NoSewr ,Gravel,13172078,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
P06692,Chrompet,801,159,1,1,3,AbNormal,No,House,ELO,Gravel,7636400,38,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
P05919,Velachery,1503,58,2,1,4,AbNormal,No,Commercial,ELO,No Access,11264761,51,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
P07793,Anna Nagar,1549,173,1,1,4,AbNormal,Yes,Commercial,ELO,No Access,19365866,24,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P04628,Adyar,606,72,1,1,2,Family,Yes,Commercial,NoSeWa,Paved,8983975,36,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
P01431,Chrompet,1277,38,2,1,4,AbNormal,Yes,House,All Pub,Paved,10535804,34,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
P00306,Chrompet,791,3,1,1,2,Normal Sale,No,Commercial,ELO,Paved,9915629,18,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
P05928,Karapakam,806,195,1,1,2,Adj Land,No,Others,All Pub,Paved,7600131,30,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
P06244,T Nagar,1543,71,1,1,4,Partial,Yes,Commercial,NoSeWa,Gravel,19884934,39,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
P07931,KK Nagar,1363,34,2,1,4,Family,Yes,Commercial,NoSewr ,Paved,13250888,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
P06666,T Nagar,1584,184,1,1,4,Partial,No,Others,NoSewr ,No Access,11575456,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
P04227,Karapakam,704,128,1,1,2,Adj Land,Yes,House,All Pub,No Access,7376465,38,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
P08639,Anna Nagar,1531,24,1,1,4,Adj Land,No,Others,NoSewr ,No Access,12144984,24,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
P04447,Chrompet,1003,47,1,1,3,AbNormal,Yes,Others,NoSeWa,No Access,10188790,12,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
P00526,Chrompet,1010,139,1,1,3,AbNormal,Yes,House,NoSewr ,Paved,10144374,16,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
P09211,Anna Nagar,1794,10,1,1,4,Partial,Yes,House,All Pub,Paved,13147122,14,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
P05211,KK Nagar,1756,155,2,1,4,Normal Sale,No,Others,NoSeWa,Paved,11215494,24,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
P07546,Adyar,1188,47,1,1,3,Family,Yes,Commercial,NoSeWa,Gravel,14650932,16,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
P06675,Chrompet,1164,192,1,1,3,AbNormal,No,Commercial,NoSewr ,Paved,13452964,39,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
P01193,T Nagar,1851,181,2,1,5,Normal Sale,Yes,Others,All Pub,No Access,14246669,27,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
P05548,Chrompet,1176,13,1,1,3,AbNormal,Yes,Others,NoSeWa,Gravel,11371032,15,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
P08290,KK Nagar,1503,114,2,1,4,AbNormal,Yes,Others,All Pub,Gravel,12154686,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
P03194,Karapakam,1621,162,2,2,4,Partial,Yes,Others,All Pub,Paved,9515109,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
P04931,Karapakam,883,151,1,1,2,Normal Sale,No,Others,NoSewr ,Gravel,5366406,11,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
P06754,Chrompet,1257,117,2,1,4,Family,Yes,House,NoSewr ,Paved,9861228,25,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
P03603,Karapakam,552,62,1,1,2,Family,Yes,Others,NoSewr ,Gravel,5177962,47,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
P01303,Anna Nagar,1803,117,2,1,5,Partial,Yes,Others,NoSewr ,No Access,13682577,23,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
P06119,Karapakam,721,75,1,1,2,AbNormal,Yes,Commercial,ELO,Paved,6821085,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
P08643,Velachery,1573,177,2,1,4,Family,No,Others,ELO,No Access,8895355,33,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
P08412,Chrompet,723,129,1,1,2,Normal Sale,Yes,House,ELO,Paved,9118305,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
P06338,Chrompet,1148,175,1,1,3,Family,No,Others,All Pub,Gravel,10791971,21,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
P02022,KK Nagar,1513,84,2,1,4,Partial,No,Others,NoSewr ,Gravel,10096774,23,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
P05117,Chrompet,951,149,1,1,3,Normal Sale,No,House,NoSewr ,Paved,8145861,28,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
P04125,KK Nagar,2449,190,4,2,6,Partial,No,Others,NoSewr ,Gravel,12833506,25,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
P00954,T Nagar,1597,62,1,1,4,Normal Sale,Yes,Others,ELO,Paved,13072218,29,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
P03719,Karapakam,1058,200,1,1,3,Partial,No,Commercial,All Pub,No Access,7392850,21,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
P04713,Karapakam,1438,34,2,2,4,Partial,Yes,House,NoSeWa,Gravel,6863303,34,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
P05927,Karapakam,1616,116,2,2,4,Normal Sale,No,House,NoSeWa,Paved,6237298,23,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
P07511,Adyar,632,99,1,1,2,AbNormal,Yes,Commercial,All Pub,Gravel,12293986,28,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
P07033,Chrompet,953,32,1,1,3,Adj Land,No,House,NoSewr ,Gravel,9144343,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
P03928,KK Nagar,1714,128,2,1,4,AbNormal,No,House,NoSeWa,Paved,9830213,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
P02971,KK Nagar,1334,99,2,1,4,Partial,No,Commercial,All Pub,Paved,12416220,16,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
P00045,Anna Nagar,1770,49,1,1,4,Family,No,Commercial,NoSeWa,Paved,20797424,26,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
P02956,Karapakam,1098,41,1,1,3,AbNormal,Yes,House,ELO,Gravel,6904620,24,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
P05043,Chrompet,1010,125,1,1,3,Family,No,House,ELO,Gravel,9594059,13,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
P06529,Karapakam,1195,80,1,1,3,Normal Sale,No,Commercial,NoSewr ,Gravel,11302889,18,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
P09367,Adyar,624,59,1,1,2,Partial,No,House,NoSewr ,Paved,5544718,20,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
P07509,Chrompet,1272,85,2,1,4,Normal Sale,No,Others,NoSeWa,Paved,10310984,10,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
P04278,KK Nagar,1324,173,1,1,3,Family,No,House,NoSewr ,Gravel,9725471,14,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
P05496,KK Nagar,2424,156,4,2,6,Normal Sale,Yes,Commercial,NoSewr ,Paved,19849400,19,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
P01926,KK Nagar,1438,143,2,1,4,AbNormal,Yes,Commercial,NoSewr ,Paved,14156869,26,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
P07692,Adyar,701,136,1,1,2,Normal Sale,Yes,Commercial,NoSeWa,Paved,12211930,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
P05068,Chrompet,1236,42,2,1,4,Adj Land,Yes,Others,NoSewr ,Paved,11780065,20,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
P08179,Velachery,1744,126,2,1,4,Family,Yes,Others,ELO,No Access,7976987,44,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
P04378,Chrompet,1078,31,1,1,3,Family,Yes,Others,ELO,No Access,8657382,31,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
P00105,Chrompet,901,183,1,1,3,AbNormal,Yes,House,All Pub,Gravel,9908918,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
P09710,Velachery,1669,168,2,1,4,Partial,Yes,Commercial,ELO,Gravel,14462271,45,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
P08820,Adyar,1073,146,1,1,3,Normal Sale,No,Others,ELO,No Access,9975828,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
P02789,Karapakam,1273,36,1,1,3,Family,No,Commercial,All Pub,Paved,11599352,28,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
P08644,Adyar,1235,98,2,2,4,Normal Sale,No,Commercial,ELO,Gravel,13618717,12,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
P01705,Karapakam,1400,104,2,2,4,Adj Land,No,Others,NoSeWa,Paved,6617062,49,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
P03397,Anna Nagar,1598,104,1,1,4,Partial,Yes,Others,NoSeWa,No Access,11839786,39,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
P06713,Anna Nagar,1819,63,2,1,5,Normal Sale,No,House,NoSewr ,Gravel,14464934,16,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
P05029,Adyar,902,99,1,1,3,Family,No,Commercial,NoSeWa,Paved,12606234,23,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
P06722,Adyar,795,155,1,1,2,Adj Land,Yes,Others,All Pub,Gravel,10352290,35,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
P01873,KK Nagar,1763,175,2,1,4,Family,Yes,Commercial,All Pub,Gravel,16080373,22,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
P10002,Velachery,1848,157,3,2,5,Partial,No,Commercial,All Pub,Paved,15124407,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
P00847,Chrompet,1288,159,2,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,16395991,17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
P09700,Velachery,1615,53,2,1,4,Normal Sale,Yes,House,NoSeWa,Paved,10772656,19,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
P06440,Chrompet,1026,92,1,1,3,Normal Sale,Yes,Commercial,All Pub,Gravel,14454389,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
P06291,Velachery,1598,88,2,1,4,Family,Yes,Commercial,ELO,No Access,12303147,17,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P08071,Velachery,1896,123,3,2,5,Normal Sale,Yes,House,All Pub,Gravel,9753433,25,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
P06883,KK Nagar,2276,175,4,2,6,Adj Land,No,Others,All Pub,Gravel,13949167,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
P07737,KK Nagar,2407,43,4,2,6,Partial,No,Commercial,NoSeWa,Paved,18074446,28,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
P02019,Chrompet,1083,116,1,1,3,Partial,No,Others,NoSeWa,Gravel,10032214,27,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
P00520,Chrompet,728,15,1,1,2,Family,Yes,House,NoSeWa,No Access,7928764,34,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
P05794,T Nagar,1894,195,2,1,5,Normal Sale,No,House,NoSewr ,No Access,12432434,42,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
P09372,Anna Nagar,1595,39,1,1,4,Family,Yes,House,ELO,Paved,12217102,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
P04379,Chrompet,1274,57,2,1,4,Normal Sale,No,Commercial,NoSeWa,Gravel,14967120,32,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
P08390,Anna Nagar,1760,17,1,1,4,Family,No,House,NoSeWa,Gravel,12813170,21,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
P06820,Adyar,969,104,1,1,3,AbNormal,Yes,Commercial,NoSewr ,No Access,11636986,35,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
P07449,Velachery,1652,138,2,1,4,Partial,Yes,House,NoSewr ,Gravel,9908766,48,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
P03560,Karapakam,1211,75,1,1,3,Partial,No,Others,NoSewr ,Paved,7813504,25,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
P08016,Chrompet,958,36,1,1,3,Family,Yes,Commercial,NoSewr ,No Access,13403663,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
P06834,Chrompet,818,59,1,1,3,Family,Yes,House,ELO,Gravel,8308463,22,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
P04695,Adyar,958,120,1,1,3,Family,Yes,Commercial,ELO,Gravel,11693032,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
P07972,Chrompet,1091,42,1,1,3,Normal Sale,Yes,Commercial,All Pub,Gravel,15519392,23,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
P01157,Chrompet,1066,107,1,1,3,Partial,Yes,House,All Pub,Gravel,9964765,30,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
P07405,KK Nagar,2371,72,4,2,6,Normal Sale,No,House,NoSeWa,Paved,11143521,30,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
P01720,Karapakam,1451,145,2,2,4,AbNormal,Yes,Commercial,NoSewr ,No Access,11103500,40,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
P09817,Velachery,1853,17,3,2,5,Adj Land,Yes,Commercial,NoSeWa,Paved,17262015,35,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
P09730,Velachery,1841,106,3,2,5,Family,No,House,ELO,Gravel,10364728,36,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
P08703,Chrompet,1147,159,1,1,3,Normal Sale,Yes,House,NoSewr ,Gravel,9707480,38,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
P00882,Chrompet,1232,186,2,1,4,Normal Sale,No,House,NoSewr ,No Access,8923036,18,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
P00453,Chrompet,1264,96,2,1,4,AbNormal,No,Others,NoSewr ,Paved,10676047,33,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
P03368,Karapakam,898,161,1,1,3,Normal Sale,Yes,Commercial,NoSewr ,Gravel,10093935,39,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
P00308,Chrompet,743,14,1,1,2,Partial,Yes,Others,NoSewr ,No Access,8275012,37,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
P01148,Chrompet,1064,120,1,1,3,Partial,Yes,Others,ELO,Gravel,10334256,27,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
P03034,Chrompet,980,124,1,1,3,Partial,Yes,Others,NoSeWa,Gravel,10426295,40,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
P01439,Anna Nagar,1780,161,1,1,4,Partial,No,Commercial,NoSewr ,Gravel,20334958,12,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
P07688,KK Nagar,1665,154,2,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,12609090,14,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
P07982,Velachery,1852,199,3,2,5,Normal Sale,Yes,Commercial,ELO,No Access,15349825,14,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
P01005,Chrompet,1231,177,2,1,4,AbNormal,No,Commercial,NoSeWa,Gravel,14402095,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
P08284,KK Nagar,1413,42,2,1,4,Partial,Yes,House,All Pub,Gravel,9586495,28,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
P07568,KK Nagar,2443,169,4,2,6,Normal Sale,No,Commercial,All Pub,Gravel,19342792,30,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
P03589,Chrompet,1071,125,1,1,3,Normal Sale,Yes,House,All Pub,Paved,10642195,19,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
P07408,KK Nagar,1614,78,2,1,4,Family,No,Others,NoSewr ,Gravel,10899281,13,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
P07992,KK Nagar,1302,97,1,1,3,Normal Sale,Yes,House,NoSewr ,Gravel,11090880,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
P03890,Anna Nagar,1923,74,2,1,5,Normal Sale,No,House,NoSeWa,No Access,12739542,17,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
P03916,Chrompet,805,45,1,1,3,Normal Sale,Yes,Others,NoSewr ,Paved,8231964,38,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
P08509,Anna Nagar,1586,14,1,1,4,AbNormal,No,House,NoSeWa,No Access,11087636,20,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
P06030,Velachery,1883,155,3,2,5,Family,No,Commercial,All Pub,Paved,14292011,37,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
P07830,KK Nagar,1582,165,2,1,4,Partial,No,Commercial,NoSewr ,Paved,13093137,24,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
P05853,Adyar,1109,132,1,1,3,AbNormal,Yes,House,All Pub,Paved,10456190,32,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
P02632,Karapakam,968,35,1,1,3,Adj Land,No,Others,NoSeWa,Gravel,6681382,31,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
P03598,Karapakam,1687,46,2,2,4,Partial,No,Commercial,NoSeWa,No Access,11765490,28,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
P04096,Velachery,1754,177,2,1,4,AbNormal,No,House,NoSeWa,No Access,7417249,53,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
P09011,Anna Nagar,1766,61,1,1,4,Family,Yes,Others,ELO,No Access,13766929,31,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
P09451,Velachery,1656,25,2,1,4,AbNormal,Yes,Commercial,NoSeWa,Gravel,14887121,8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
P00396,Chrompet,805,185,1,1,3,Family,No,Commercial,NoSeWa,No Access,9207969,29,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
P02023,Karapakam,726,181,1,1,2,Normal Sale,No,Commercial,NoSeWa,Paved,6881438,48,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
P03842,Karapakam,1228,33,1,1,3,Adj Land,No,Commercial,All Pub,Paved,11643645,48,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
P04040,Karapakam,931,88,1,1,3,Partial,No,Commercial,NoSeWa,Paved,8578050,42,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
P06817,Chrompet,737,145,1,1,2,Family,No,Others,All Pub,No Access,6147941,37,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
P08979,Velachery,1762,28,2,1,4,Normal Sale,Yes,Commercial,ELO,Paved,15643171,8,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
P09449,Velachery,1726,40,2,1,4,Partial,Yes,Commercial,All Pub,Paved,15122331,19,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
P00687,T Nagar,1915,4,2,1,5,Family,Yes,Others,All Pub,Paved,15754117,20,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
P01413,Chrompet,729,116,1,1,2,Normal Sale,Yes,Others,ELO,Gravel,8251578,35,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
P06509,Karapakam,1653,16,2,2,4,Partial,No,Commercial,All Pub,No Access,11787904,24,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
P05114,Chrompet,1261,130,2,1,4,Family,Yes,Commercial,NoSewr ,Gravel,15555703,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
P01569,Velachery,1744,86,2,1,4,AbNormal,No,House,All Pub,Paved,10336497,12,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
P06013,Adyar,791,143,1,1,2,AbNormal,No,House,NoSewr ,Paved,7727239,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
P06501,KK Nagar,2199,124,3,2,5,Adj Land,Yes,House,NoSeWa,Gravel,13474040,11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
P08596,Velachery,1915,99,3,2,5,AbNormal,No,House,NoSewr ,No Access,7326749,30,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
P00002,Chrompet,857,58,1,1,3,Family,Yes,House,ELO,Paved,7978600,18,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
P04371,Anna Nagar,1701,141,1,1,4,AbNormal,No,House,NoSewr ,Gravel,12660776,32,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
P06389,Chrompet,963,104,1,1,3,Partial,No,Commercial,All Pub,No Access,11639340,39,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
P07401,Anna Nagar,1889,118,2,1,5,Normal Sale,Yes,House,All Pub,No Access,13524533,34,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
